question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4
181041768,existThat,cat,animal,giraffe,seagull,bear,child
181041773,existThat,cat,cat,earring,bench,shirt,pizza
181041773,existThat,cat,feline,cutlery,mixer,beard,kitchen utensil
181041773,existThat,cat,mammal,enclosure,eagle,tissue,jeep
181041773,existThat,cat,vertebrate,apple,dog,paved surface,bedspread
181041773,existThat,cat,animal,woody plant,newspaper,spoon,drawer
609973,existThat,zebra,zebra,branch,bottle,sheep,fan
609973,existThat,zebra,equine,boat,official,knife,crowd
609973,existThat,zebra,mammal,seat,keyboard,doll,shelter
609973,existThat,zebra,vertebrate,wall,airplane,hoop,motorcycle
609973,existThat,zebra,animal,home appliance,toy,giraffe,lamp
624755,existThat,bat,bat,desk,dog,poster,picture
624755,existThat,bat,club,area,racket,cup,access
624755,existThat,bat,stick,zebra,placemat,spoon,chicken
12806677,existThat,table,table,bench,wall,clock,dock
12806677,existThat,table,furniture,seat,stick,club,vehicle
10444890,existThat,dog,dog,girl,couple,boy,bear
10444890,existThat,dog,canine,person,athlete,feline,man
10444890,existThat,dog,mammal,child,person,guy,boy
10444890,existThat,dog,vertebrate,people,surfer,guy,person
10444890,existThat,dog,animal,cat,feline,people,child
13398695,existThat,surfboard,surfboard,pole,carriage,sail,tie
13398695,existThat,surfboard,board,milk,pot,road,walk
18496002,existThat,giraffe,giraffe,phone,donut,bike,antelope
18496002,existThat,giraffe,mammal,athlete,toothbrush,girl,guitar
18496002,existThat,giraffe,vertebrate,barrier,umpire,people,structure
18496002,existThat,giraffe,animal,jar,rider,vase,paper
18496009,existThat,giraffe,giraffe,coat,placemat,highway,doll
18496009,existThat,giraffe,mammal,boy,chandelier,cutlery,toilet
18496009,existThat,giraffe,vertebrate,alcohol,headgear,sweater,branch
18496009,existThat,giraffe,animal,robe,baseball equipment,garment,can
51042761,existThat,table,table,sponge,truck,train,bed
51042761,existThat,table,furniture,vertebrate,case,writing device,hose
18264775,existThat,woman,woman,pineapple,clock,dog,flower
18264775,existThat,woman,adult,bear,toothbrush,tool,brush
18264775,existThat,woman,person,furniture,keyboard instrument,platform,tool
770846,existThat,dog,dog,guitar,skateboard,bird,pineapple
770846,existThat,dog,canine,scarf,club,box,breakfast food
770846,existThat,dog,mammal,phone,liquid,kettle,sidewalk
770846,existThat,dog,vertebrate,protective garment,paved surface,sausage,counter
770846,existThat,dog,animal,desk,cutlery,bracelet,case
770847,existThat,dog,dog,station,beer,soap,juice
770847,existThat,dog,canine,bedroom furniture,photographic equipment,seagull,station
770847,existThat,dog,mammal,ship,body of water,boot,cat
770847,existThat,dog,vertebrate,shelter,skateboard,surfboard,bush
770847,existThat,dog,animal,home appliance,hay,shoe,glove
770848,existThat,dog,dog,sandwich,apple,bedspread,ocean
770848,existThat,dog,canine,sausage,beard,bus,meat
770848,existThat,dog,mammal,animal food,board,cupboard,shelter
770848,existThat,dog,vertebrate,cow,camera,horizontal surface,hair
770848,existThat,dog,animal,fruit,facility,woman's clothing,hay
554729,existThat,laptop,laptop,pen,dress,strawberry,cup
554729,existThat,laptop,personal computer,sailboat,clothing,meat,chocolate
554729,existThat,laptop,computer,meat,horse,bull,cabinet
554729,existThat,laptop,electronic device,counter,phone,notepad,area
554729,existThat,laptop,device,jet,bowl,clock,canoe
11869120,existThat,cat,cat,sail,milk,countertop,giraffe
11869120,existThat,cat,feline,brush,glove,body of water,monitor
11869120,existThat,cat,mammal,stick,book,bowl,jersey
11869120,existThat,cat,vertebrate,strip,bed,thermometer,ketchup
11869120,existThat,cat,animal,neckwear,aquatic bird,group,bird
11869121,existThat,cat,cat,beer,graffiti,sculpture,curtain
11869121,existThat,cat,feline,berry,bag,sculpture,bouquet
11869121,existThat,cat,mammal,garnish,tray,kitchen utensil,bag
11869121,existThat,cat,vertebrate,ring,vehicle,bicycle,game
11869121,existThat,cat,animal,neckwear,cap,sweatshirt,measuring instrument
7403068,existThat,table,table,sweatshirt,lake,taxi,cap
7403068,existThat,table,furniture,bush,vegetable,zebra,motorcycle
7403072,existThat,table,table,bus,cap,blouse,scarf
7403072,existThat,table,furniture,horizontal surface,purse,aircraft,van
18104561,existThat,cat,cat,cow,girl,sheep,zebra
18104561,existThat,cat,feline,dog,horse,woman,sheep
18104561,existThat,cat,mammal,zebra,giraffe,guy,cow
18104561,existThat,cat,vertebrate,equine,cattle,horse,zebra
18104561,existThat,cat,animal,bird,girl,adult,sheep
6635714,existThat,bat,bat,blouse,jeep,scarf,headband
6635714,existThat,bat,club,establishment,condiment,store,wall
6635714,existThat,bat,stick,protective garment,footwear,surface,bird of prey
14588006,existThat,clock,clock,glove,boat,flower,snowboard
14588006,existThat,clock,instrument,bowl,sand,feed,earth
14588006,existThat,clock,device,beer,clothing,watch,building
10282822,existThat,train,train,jet,glove,broom,mask
10282822,existThat,train,vehicle,box,heater,pan,oven
4187127,existThat,table,table,hose,pavement,dress,watch
4187127,existThat,table,furniture,urinal,sweet,hoop,store
5947088,existThat,snowboard,snowboard,collar,aircraft,pen,oven
5947088,existThat,snowboard,board,gathering,monitor,eagle,canine
55219,existThat,bag,bag,sail,bed,bucket,bush
55219,existThat,bag,container,hand tool,lid,card,collar
7429472,existThat,bird,bird,lamp,sheep,toothbrush,cow
7429472,existThat,bird,vertebrate,shelter,snowboarder,appliance,boy
7429472,existThat,bird,animal,bear,shirt,stick,electronic device
7983586,existThat,racket,racket,scarf,bicycle,towel,apple
7983586,existThat,racket,sports equipment,clothing,bread,sauce,apple
7983586,existThat,racket,equipment,covering,sculpture,weapon,bedding
6651524,existThat,blanket,blanket,pavement,canoe,desk,burner
6651524,existThat,blanket,bedding,protective covering,elephant,electrical device,cap
6651524,existThat,blanket,covering,urinal,mammal,seagull,absorbent material
19606614,existThat,cat,cat,shoe,counter,surfboard,glove
19606614,existThat,cat,feline,body of water,ball,spear,counter
19606614,existThat,cat,mammal,bathtub,box,motor vehicle,tool
19606614,existThat,cat,vertebrate,oven,table,spoon,device
19606614,existThat,cat,animal,garment,feed,heating element,blouse
19606616,existThat,cat,cat,bat,seagull,lady,doll
19606616,existThat,cat,feline,stick,child,adult,surfer
19606616,existThat,cat,mammal,lady,bird,person,guy
19606616,existThat,cat,vertebrate,giraffe,goat,surfer,girl
19606616,existThat,cat,animal,giraffe,elephant,club,canine
9377571,existThat,surfboard,surfboard,table,tie,necklace,phone
9377571,existThat,surfboard,board,arrangement,uniform,watch,piano
13325359,existThat,elephant,elephant,lady,surfer,zebra,man
13325359,existThat,elephant,mammal,device,cat,ball,people
13325359,existThat,elephant,vertebrate,official,batter,pitcher,electronic device
13325359,existThat,elephant,animal,batter,child,sports equipment,sheep
13325362,existThat,elephant,elephant,table,desk,bus,baby
13325362,existThat,elephant,mammal,person,sculpture,shelter,surfboard
13325362,existThat,elephant,vertebrate,sports equipment,dog,container,newspaper
13325362,existThat,elephant,animal,salad green,jacket,seat,fork
13325363,existThat,elephant,elephant,truck,boat,passenger,man
13325363,existThat,elephant,mammal,area,motorcycle,shirt,utensil
13325363,existThat,elephant,vertebrate,sandwich,cutlery,strawberry,kitten
13325363,existThat,elephant,animal,phone,fruit,dog,donut
17392972,existThat,clock,clock,cheese,sofa,bathtub,dress
17392972,existThat,clock,instrument,game,plumbing fixture,car,lake
17392972,existThat,clock,device,stadium,blouse,toilet,succulent
7658450,existThat,elephant,elephant,piano,donkey,woman,bridge
7658450,existThat,elephant,mammal,source of illumination,waste,bag,tent
7658450,existThat,elephant,vertebrate,sink,apple,bridge,stalk
7658450,existThat,elephant,animal,bull,jar,rod,waste
7658451,existThat,elephant,elephant,tent,fence,house,bag
7658451,existThat,elephant,mammal,water vehicle,board,zebra,brush
7658451,existThat,elephant,vertebrate,vase,clock,donkey,bus
7658451,existThat,elephant,animal,airplane,stringed instrument,train,plumbing fixture
7658457,existThat,elephant,elephant,pole,motorcycle,bird,lady
7658457,existThat,elephant,mammal,paper,sink,ocean,sauce
7658457,existThat,elephant,vertebrate,guy,fence,floor,cattle
7658457,existThat,elephant,animal,paved surface,instrument,dock,woman
18492779,existThat,hat,hat,kitchen,watch,bookshelf,bicycle
18492779,existThat,hat,headgear,glove,jeep,cooker,sweet
18492779,existThat,hat,covering,food,microwave,vertebrate,gathering
17444351,existThat,cat,cat,cockpit,jeep,backpack,picture
17444351,existThat,cat,feline,beverage,paved surface,ring,drum
17444351,existThat,cat,mammal,receptacle,meat,baseball,woman's clothing
17444351,existThat,cat,vertebrate,patio,wheeled vehicle,road,doorway
17444351,existThat,cat,animal,hoop,hose,ornament,sink
10443579,existThat,backpack,backpack,branch,jet,oven,guitar
10443579,existThat,backpack,bag,spatula,can,banana,sheet metal
10443579,existThat,backpack,container,camera,cheese,flower arrangement,comforter
19323907,existThat,bed,bed,oven,wristband,knife,dish
19323907,existThat,bed,bedroom furniture,card,glass,cheese,candle
19323907,existThat,bed,furniture,zebra,bottle,dock,sheep
2550837,existThat,skateboard,skateboard,brush,taxi,foil,car
2550837,existThat,skateboard,board,device,clothing,hay,paddle
3388809,existThat,cat,cat,dog,baby,girl,goat
3388809,existThat,cat,feline,child,girl,dog,canine
3388809,existThat,cat,mammal,sheep,people,person,seagull
3388809,existThat,cat,vertebrate,woman,canine,lady,dog
3388809,existThat,cat,animal,aquatic bird,cattle,bull,sheep
3388816,existThat,cat,cat,mud,gun,bathtub,uniform
3388816,existThat,cat,feline,liquid,dairy product,plant,skirt
3388816,existThat,cat,mammal,paved surface,kitchen,bench,woody plant
3388816,existThat,cat,vertebrate,jeep,sofa,glaze,cabinet
3388816,existThat,cat,animal,sweater,refrigerator,heating element,stringed instrument
14618412,existThat,clock,clock,bike,tray,boat,bun
14618412,existThat,clock,instrument,tableware,rabbit,pole,vessel
14618412,existThat,clock,device,bouquet,stringed instrument,receptacle,sweatshirt
11960352,existThat,wetsuit,wetsuit,dishwasher,lid,bowl,bookshelf
11960352,existThat,wetsuit,garment,fixture,ornament,alcohol,glass
11960352,existThat,wetsuit,clothing,glaze,doorway,tableware,bedroom furniture
688828,existThat,can,can,canoe,paddle,aircraft,backpack
688828,existThat,can,container,cup,piece of cloth,computer,jar
1124532,existThat,train,train,table,zebra,cat,package
1124532,existThat,train,vehicle,musical instrument,cart,condiment,liquid
9524321,existThat,dog,dog,wristband,necklace,jacket,eagle
9524321,existThat,dog,canine,snowboard,patio,hair,baby
9524321,existThat,dog,mammal,garnish,band,robe,dishwasher
9524321,existThat,dog,vertebrate,rock,seat,mud,garment
9524321,existThat,dog,animal,structure,graffiti,oven,dress
9524322,existThat,dog,dog,sweater,picture,glass,helmet
9524322,existThat,dog,canine,cart,cookie,helmet,cow
9524322,existThat,dog,mammal,shirt,house,lid,citrus fruit
9524322,existThat,dog,vertebrate,protective covering,bread,barrier,shirt
9524322,existThat,dog,animal,kitchen utensil,sports equipment,bathtub,tableware
9524325,existThat,dog,dog,man,car,cow,couple
9524325,existThat,dog,canine,personal computer,gathering,cattle,audience
9524325,existThat,dog,mammal,wheeled vehicle,bus,motor vehicle,aircraft
9524325,existThat,dog,vertebrate,person,personal computer,audience,feline
9524325,existThat,dog,animal,cow,goat,woman,feline
5712612,existThat,bench,bench,bridge,blender,kettle,wristband
5712612,existThat,bench,seat,wheeled vehicle,receptacle,tissue,shelf
5712612,existThat,bench,furniture,bracelet,decoration,percussion instrument,locomotive
2703749,existThat,dog,dog,wristband,necklace,apple,toilet
2703749,existThat,dog,canine,pizza,fan,airport,footwear
2703749,existThat,dog,mammal,motorcycle,citrus fruit,lamp,elephant
2703749,existThat,dog,vertebrate,spoon,structure,toy,sausage
2703749,existThat,dog,animal,truck,motorcycle,donut,bowl
2703750,existThat,dog,dog,bookshelf,guitar,water,cat
2703750,existThat,dog,canine,branch,poster,fish,broom
2703750,existThat,dog,mammal,earth,placemat,toy,device
2703750,existThat,dog,vertebrate,way,bucket,bag,placemat
2703750,existThat,dog,animal,gun,enclosure,kitten,sweet
2201098,existThat,ball,ball,coat,cabinet,tent,beard
2201098,existThat,ball,sports equipment,soil,earring,bicycle,canine
2201098,existThat,ball,equipment,lamp,backpack,tissue,baseball equipment
2201099,existThat,ball,ball,tie,kitten,bottle,bird
2201099,existThat,ball,sports equipment,plant,bedding,canine,book
2201099,existThat,ball,equipment,can,toilet,bottle,rod
13356632,existThat,spoon,spoon,cabinet,chicken,jet,banana
13356632,existThat,spoon,cutlery,sweet,bag,floor,small boat
639906,existThat,giraffe,giraffe,suit,bell,table,cooker
639906,existThat,giraffe,mammal,structure,doorway,helmet,boat
639906,existThat,giraffe,vertebrate,body of water,tabletop,scarf,chair
639906,existThat,giraffe,animal,establishment,canoe,bat,soap
640031,existThat,fence,fence,towel,floor,antenna,laptop
640031,existThat,fence,barrier,sidewalk,cap,vessel,chicken
640031,existThat,fence,structure,shoe,orange,jersey,case
640032,existThat,fence,fence,table,cage,cart,wristband
640032,existThat,fence,barrier,horizontal surface,headband,pan,soap
640032,existThat,fence,structure,shelter,bird of prey,boot,countertop
640033,existThat,fence,fence,stove,trash,bowl,sail
640033,existThat,fence,barrier,comforter,garment,establishment,laptop
640033,existThat,fence,structure,utensil,kitchen,hoop,citrus fruit
544868,existThat,fence,fence,kitchen,bathtub,pavement,doorway
544868,existThat,fence,barrier,appliance,box,sheep,platform
544868,existThat,fence,structure,apple,cattle,tie,bird
11242631,existThat,chair,chair,cockpit,suitcase,taxi,kitchen
11242631,existThat,chair,seat,person,shelf,flatware,dock
11242631,existThat,chair,furniture,toilet,horizontal surface,sweater,goat
15876229,existThat,bench,bench,toilet,lemon,bear,river
15876229,existThat,bench,seat,bird,bread,wetsuit,produce
15876229,existThat,bench,furniture,sink,bird,tire,child
15876232,existThat,bench,bench,chair,wall,bat,dock
15876232,existThat,bench,seat,dock,club,table,wall
15876232,existThat,bench,furniture,wall,boat,device,stick
397521,existThat,bike,bike,drawer,comforter,pond,giraffe
397521,existThat,bike,motor vehicle,pouch,pad,tray,parrot
397521,existThat,bike,wheeled vehicle,tissue,van,zebra,bracelet
397521,existThat,bike,vehicle,toy,bear,candle,ball
397522,existThat,bike,bike,beer,tie,apron,sweatshirt
397522,existThat,bike,motor vehicle,fluid,cup,plumbing fixture,tower
397522,existThat,bike,wheeled vehicle,entrance,soap,bucket,headgear
397522,existThat,bike,vehicle,sidewalk,athlete,train,scarf
61001377,existThat,spoon,spoon,drum,skateboard,bed,bench
61001377,existThat,spoon,cutlery,book,horse,snowboard,floor
18647491,existThat,frisbee,frisbee,bedspread,ball,bag,crosswalk
18647491,existThat,frisbee,toy,bunny,equine,skateboard,board
7366886,existThat,airplane,airplane,meat,cup,sweatshirt,sink
7366886,existThat,airplane,aircraft,toy,branch,cattle,spear
7366886,existThat,airplane,vehicle,blind,lid,ring,furniture
8415954,existThat,cat,cat,bowl,patio,skirt,pole
8415954,existThat,cat,feline,train,flatware,bear,work surface
8415954,existThat,cat,mammal,bedding,lettuce,station,poster
8415954,existThat,cat,vertebrate,station,drum,hose,fireplace
8415954,existThat,cat,animal,bear,carrot,sailboat,electrical device
14887972,existThat,clock,clock,candle,can,house,dog
14887972,existThat,clock,instrument,surface,bottle,access,tent
14887972,existThat,clock,device,shoe,enclosure,pan,blanket
2759743,existThat,clock,clock,planter,jersey,sink,horse
2759743,existThat,clock,instrument,giraffe,bedroom furniture,cattle,plant
2759743,existThat,clock,device,poster,covering,spatula,crowd
78474,existThat,cat,cat,platform,box,cap,pole
78474,existThat,cat,feline,bench,desk,pen,toothbrush
78474,existThat,cat,mammal,cabinet,hair,oil,decoration
78474,existThat,cat,vertebrate,blender,instrument,meat,drum
78474,existThat,cat,animal,banana,dairy product,toy,bench
78476,existThat,cat,cat,baby,bull,couple,child
78476,existThat,cat,feline,couple,person,canine,dog
78476,existThat,cat,mammal,lady,giraffe,goat,bull
78476,existThat,cat,vertebrate,adult,boy,seagull,dog
78476,existThat,cat,animal,person,bird,dog,boy
77797,existThat,cat,cat,river,blouse,dispenser,gravel
77797,existThat,cat,feline,roadway,partition,neckwear,can
77797,existThat,cat,mammal,cattle,pastry,watch,toiletry
77797,existThat,cat,vertebrate,bus,footwear,photographic equipment,woody plant
77797,existThat,cat,animal,bedspread,pad,skirt,tube
12246818,existThat,cat,cat,goat,boy,man,baby
12246818,existThat,cat,feline,adult,giraffe,dog,man
12246818,existThat,cat,mammal,adult,bird,person,couple
12246818,existThat,cat,vertebrate,baby,bird,goat,woman
12246818,existThat,cat,animal,adult,people,bull,seagull
12246820,existThat,cat,cat,van,foil,cucumber,bed
12246820,existThat,cat,feline,car,shelter,shirt,skier
12246820,existThat,cat,mammal,pan,cage,shoe,baggage
12246820,existThat,cat,vertebrate,bread,official,baby,structure
12246820,existThat,cat,animal,dish,area,group,person
12246823,existThat,cat,cat,elephant,cooker,guitar,bush
12246823,existThat,cat,feline,burger,motorcycle,canoe,bed
12246823,existThat,cat,mammal,sweatshirt,flatware,tire,art
12246823,existThat,cat,vertebrate,clock,stove,fluid,river
12246823,existThat,cat,animal,motorcycle,tabletop,dairy product,acoustic device
12246824,existThat,cat,cat,blouse,bat,planter,donut
12246824,existThat,cat,feline,coffee,aquatic bird,horse,soil
12246824,existThat,cat,mammal,home appliance,house,baggage,pineapple
12246824,existThat,cat,vertebrate,jar,kitchen,tableware,tool
12246824,existThat,cat,animal,light fixture,device,vest,radio
12246825,existThat,cat,cat,car,burger,watch,carriage
12246825,existThat,cat,feline,carrot,airplane,pouch,fireplace
12246825,existThat,cat,mammal,shelf,elephant,sandwich,garnish
12246825,existThat,cat,vertebrate,skirt,tube,urinal,bird of prey
12246825,existThat,cat,animal,jacket,top,hair,animal food
11337410,existThat,cow,cow,skateboarder,chair,man,kitten
11337410,existThat,cow,cattle,girl,boat,baby,zebra
11337410,existThat,cow,mammal,airplane,bear,baby,man
11337410,existThat,cow,vertebrate,bear,baby,boat,woman
11337410,existThat,cow,animal,baby,seat,feline,man
11337413,existThat,cow,cow,burger,boy,bear,store
11337413,existThat,cow,cattle,water,person,sink,soil
11337413,existThat,cow,mammal,sweatshirt,jacket,tool,collar
11337413,existThat,cow,vertebrate,dress,skateboard,motor vehicle,jersey
11337413,existThat,cow,animal,fish,container,notebook,elephant
11337414,existThat,cow,cow,couch,soap,bush,soup
11337414,existThat,cow,cattle,covering,radio,woman's clothing,orange
11337414,existThat,cow,mammal,cleaning tool,napkin,musical instrument,protective garment
11337414,existThat,cow,vertebrate,bathtub,citrus fruit,placemat,pastry
11337414,existThat,cow,animal,cheese,counter,lid,board
1876728,existThat,table,table,sweater,basket,collar,tie
1876728,existThat,table,furniture,clothing,bull,suitcase,bicycle
1876730,existThat,table,table,dish,suitcase,lamp,cabin
1876730,existThat,table,furniture,protective garment,knife,box,backpack
1876808,existThat,fork,fork,bunny,swimsuit,desk,bull
1876808,existThat,fork,cutlery,jersey,berry,plumbing fixture,bowl
10816600,existThat,truck,truck,beard,placemat,bridge,boat
10816600,existThat,truck,motor vehicle,bookshelf,rabbit,cabinet,kitten
10816600,existThat,truck,wheeled vehicle,tissue,roadway,skirt,stalk
10816600,existThat,truck,vehicle,counter,cabin,animal food,canine
19670699,existThat,pizza,pizza,carrot,pineapple,donut,orange
19670699,existThat,pizza,food,meat,bread,cookie,pie
19670700,existThat,pizza,pizza,donut,cookie,apple,bun
19670700,existThat,pizza,food,sausage,pastry,produce,bread
8815429,existThat,horse,horse,bus,cat,tower,airport
8815429,existThat,horse,equine,comforter,juice,sandwich,sausage
8815429,existThat,horse,mammal,doll,blanket,boot,house
8815429,existThat,horse,vertebrate,sweater,cooker,gravel,container
8815429,existThat,horse,animal,apple,way,waste,chandelier
1946957,existThat,mud,mud,can,surfboard,spoon,branch
1946957,existThat,mud,soil,fur,floor,sidewalk,dog
1946957,existThat,mud,earth,food,mammal,cutlery,bread
1946958,existThat,mud,mud,jacket,crosswalk,newspaper,guy
1946958,existThat,mud,soil,device,watch,clothing,highway
1946958,existThat,mud,earth,sauce,car,fruit,woman
161070946,existThat,collar,collar,seat,cabin,jeep,dumpster
161070946,existThat,collar,band,fork,jersey,apple,baseball
161070946,existThat,collar,strip,path,wagon,motorcycle,ring
1495239,existThat,skateboard,skateboard,refrigerator,taxi,watch,wristband
1495239,existThat,skateboard,board,cookie,source of illumination,vest,garnish
1495240,existThat,skateboard,skateboard,snowboard,glove,desk,platform
1495240,existThat,skateboard,board,pipe,club,strip,garment
8553596,existThat,bed,bed,kettle,skateboard,dog,phone
8553596,existThat,bed,bedroom furniture,horizontal surface,container,sign,facility
8553596,existThat,bed,furniture,protective garment,platform,amphibian,carriage
8561578,existThat,hat,hat,collar,orange,bottle,hallway
8561578,existThat,hat,headgear,scarf,vase,bedroom furniture,keyboard
8561578,existThat,hat,covering,cheese,tablecloth,animal,case
17902128,existThat,tablecloth,tablecloth,dog,scarf,locomotive,kettle
17902128,existThat,tablecloth,table linen,bed,bull,sweet,glaze
17902128,existThat,tablecloth,linen,sofa,person,orange,heater
17902128,existThat,tablecloth,covering,luggage,notebook,planter,banana
5788863,existThat,bear,bear,drum,fork,lid,jacket
5788863,existThat,bear,mammal,gathering,kitten,poster,toiletry
5788863,existThat,bear,vertebrate,bathroom,bedding,protective garment,canine
5788863,existThat,bear,animal,monitor,station,pipe,branch
19108190,existThat,dog,dog,heater,boot,dispenser,ship
19108190,existThat,dog,canine,spatula,bedspread,cabin,motorcycle
19108190,existThat,dog,mammal,device,dairy product,train,utensil
19108190,existThat,dog,vertebrate,sausage,kitchen,notepad,ship
19108190,existThat,dog,animal,drum,ketchup,animal skin,water vehicle
19108192,existThat,dog,dog,girl,cyclist,snowboarder,desk
19108192,existThat,dog,canine,microwave,pen,salad green,coat
19108192,existThat,dog,mammal,antelope,crowd,toy,lady
19108192,existThat,dog,vertebrate,tissue,bat,traveler,sandwich
19108192,existThat,dog,animal,house,can,snowboard,van
747807,existThat,cow,cow,cyclist,audience,tent,antelope
747807,existThat,cow,cattle,tower,snowboard,couple,shirt
747807,existThat,cow,mammal,canine,man,keyboard instrument,garment
747807,existThat,cow,vertebrate,pitcher,board,doll,vehicle
747807,existThat,cow,animal,boat,crowd,cat,elephant
747810,existThat,cow,cow,oven,frog,floor,pouch
747810,existThat,cow,cattle,locomotive,highway,heater,bottle
747810,existThat,cow,mammal,sailboat,game,woody plant,liquid
747810,existThat,cow,vertebrate,road,fireplace,bell,stove
747810,existThat,cow,animal,collar,orange,monitor,carriage
9873022,existThat,horse,horse,bird,tie,dog,bookshelf
9873022,existThat,horse,equine,pitcher,cat,absorbent material,bowl
9873022,existThat,horse,mammal,urinal,rabbit,lake,curtain
9873022,existThat,horse,vertebrate,establishment,glaze,cage,food
9873022,existThat,horse,animal,beard,camera,earth,structure
9873125,existThat,helmet,helmet,necklace,package,bicycle,van
9873125,existThat,helmet,headgear,kettle,giraffe,kitchen appliance,dumpster
9873125,existThat,helmet,covering,tent,sculpture,carrot,canoe
9873126,existThat,helmet,helmet,giraffe,strawberry,chicken,doll
9873126,existThat,helmet,headgear,giraffe,beverage,furniture,collar
9873126,existThat,helmet,covering,sculpture,soap,collar,box
8812334,existThat,table,table,couple,bat,chair,dock
8812334,existThat,table,furniture,couple,instrument,chair,club
8812335,existThat,table,table,bat,chair,boat,bench
8812335,existThat,table,furniture,bat,water vehicle,couple,wall
1476380,existThat,bird,bird,frog,chair,ring,graffiti
1476380,existThat,bird,vertebrate,paper,box,horse,chair
1476380,existThat,bird,animal,zebra,sofa,knife,protective garment
1468954,existThat,skateboard,skateboard,bridge,heater,glove,tent
1468954,existThat,skateboard,board,band,highway,patio,hoop
131055842,existThat,helmet,helmet,dispenser,bridge,lake,elephant
131055842,existThat,helmet,headgear,shelf,donut,mixer,cake
131055842,existThat,helmet,covering,placemat,wetsuit,tea,dog
6221279,existThat,horse,horse,cake,microwave,lamp,glove
6221279,existThat,horse,equine,waste,neckwear,instrument,refrigerator
6221279,existThat,horse,mammal,appliance,phone,chair,facility
6221279,existThat,horse,vertebrate,acoustic device,vest,instrument,cattle
6221279,existThat,horse,animal,kettle,bench,bedroom furniture,rod
14986219,existThat,boat,boat,jet,sweater,guitar,bike
14986219,existThat,boat,water vehicle,suit,device,animal,bathtub
14986219,existThat,boat,vehicle,curtain,dispenser,guitar,instrument
14986223,existThat,boat,boat,wall,couple,chair,dock
14986223,existThat,boat,water vehicle,locomotive,carriage,car,bicycle
14986223,existThat,boat,vehicle,device,club,structure,partition
11681630,existThat,airplane,airplane,fence,seat,motorcycle,bike
11681630,existThat,airplane,aircraft,covering,person,tent,camera
11681630,existThat,airplane,vehicle,band,branch,adult,lamp
8709010,existThat,boat,boat,knife,wetsuit,skateboard,pond
8709010,existThat,boat,water vehicle,bird,equipment,shoe,animal
8709010,existThat,boat,vehicle,bear,hallway,vase,gun
8709072,existThat,hat,hat,airplane,foil,bus,sweater
8709072,existThat,hat,headgear,animal skin,skirt,jewelry,luggage
8709072,existThat,hat,covering,sand,animal,woman's clothing,tabletop
8709073,existThat,hat,hat,comforter,fence,kettle,package
8709073,existThat,hat,headgear,burger,vase,appliance,dairy product
8709073,existThat,hat,covering,bedspread,pen,glass,bread
12743245,existThat,giraffe,giraffe,sheep,bench,luggage,bag
12743245,existThat,giraffe,mammal,airplane,fluid,bike,surfer
12743245,existThat,giraffe,vertebrate,vase,lettuce,hoop,vegetable
12743245,existThat,giraffe,animal,fixture,traveler,chair,liquid
1614606,existThat,sand,sand,man,sidewalk,elephant,highway
1614606,existThat,sand,soil,baby,branch,food,vase
1614606,existThat,sand,earth,path,surface,ocean,jar
1614607,existThat,sand,sand,girl,guy,lady,river
1614607,existThat,sand,soil,shoe,elephant,apple,motorcycle
1614607,existThat,sand,earth,hair,train,mammal,jacket
18103720,existThat,skateboard,skateboard,counter,cow,camera,stove
18103720,existThat,skateboard,board,antelope,fan,napkin,animal skin
12565430,existThat,surfboard,surfboard,skateboard,glove,cart,car
12565430,existThat,surfboard,board,boat,scarf,countertop,shoe
12565645,existThat,sand,sand,coat,blouse,zebra,bench
12565645,existThat,sand,soil,table,headband,apron,vehicle
12565645,existThat,sand,earth,footwear,van,neckwear,glove
324636,existThat,ball,ball,doorway,tablecloth,mud,desk
324636,existThat,ball,sports equipment,condiment,heating element,motor vehicle,cattle
324636,existThat,ball,equipment,canine,patio,baked good,sweatshirt
18995593,existThat,dog,dog,elephant,audience,cow,woman
18995593,existThat,dog,canine,bird,electronic device,child,personal computer
18995593,existThat,dog,mammal,adult,girl,couple,airplane
18995593,existThat,dog,vertebrate,horse,personal computer,goat,train
18995593,existThat,dog,animal,cow,couple,woman,crowd
18995596,existThat,dog,dog,guitar,refrigerator,seagull,broccoli
18995596,existThat,dog,canine,ring,cup,surfboard,beverage
18995596,existThat,dog,mammal,roadway,bottle,bunny,pouch
18995596,existThat,dog,vertebrate,bathtub,area,spoon,sculpture
18995596,existThat,dog,animal,horse,roadway,chandelier,bedroom furniture
18995597,existThat,dog,dog,donut,blouse,house,earring
18995597,existThat,dog,canine,box,headgear,lamp,boot
18995597,existThat,dog,mammal,strip,juice,carriage,garment
18995597,existThat,dog,vertebrate,wristband,blind,graffiti,musical instrument
18995597,existThat,dog,animal,toiletry,cupboard,drawer,device
3405080,existThat,table,table,lid,chandelier,couch,boat
3405080,existThat,table,furniture,fan,apple,tablecloth,carrot
14964733,existThat,airplane,airplane,notebook,blind,seat,jet
14964733,existThat,airplane,aircraft,spoon,suit,couch,crosswalk
14964733,existThat,airplane,vehicle,shoe,cutlery,sports equipment,bunny
8721477,existThat,bench,bench,bat,wall,chair,table
8721477,existThat,bench,seat,structure,wall,club,couple
8721477,existThat,bench,furniture,table,chair,couple,boat
8721567,existThat,bag,bag,bedspread,soap,guitar,piano
8721567,existThat,bag,container,pen,cereal,towel,bun
