concept1,concept2,yes,no
fox,dolphin,-2.5345706939697266,-5.034570693969727
fox,whale,-2.4483585357666016,-5.073358535766602
fox,elephant,-2.5365772247314453,-5.036577224731445
fox,kangaroo,-2.5015525817871094,-5.376552581787109
fox,platypus,-2.446229934692383,-5.508729934692383
fox,crocodile,-2.3397750854492188,-4.964775085449219
fox,alligator,-2.4544143676757812,-5.079414367675781
fox,lizard,-2.3931102752685547,-4.893110275268555
fox,iguana,-2.5493927001953125,-5.1743927001953125
fox,rattlesnake,-2.3383331298828125,-4.9633331298828125
fox,tortoise,-2.3951873779296875,-5.0201873779296875
fox,turtle,-2.3684043884277344,-4.993404388427734
fox,frog,-2.390748977661133,-5.015748977661133
fox,toad,-2.3820362091064453,-5.007036209106445
fox,budgie,-2.5701255798339844,-4.945125579833984
fox,parakeet,-2.5526962280273438,-5.052696228027344
fox,buzzard,-2.2846012115478516,-4.909601211547852
fox,falcon,-2.440511703491211,-5.065511703491211
fox,hawk,-2.2981529235839844,-4.673152923583984
fox,eagle,-2.4269351959228516,-4.801935195922852
fox,owl,-2.254739761352539,-5.004739761352539
fox,canary,-2.4933547973632812,-5.118354797363281
fox,magpie,-2.5760746002197266,-5.076074600219727
fox,raven,-2.3684329986572266,-4.993432998657227
fox,nightingale,-2.4624176025390625,-4.4624176025390625
fox,robin,-2.521974563598633,-5.146974563598633
fox,starling,-2.3843612670898438,-5.009361267089844
fox,sparrow,-2.4183712005615234,-5.043371200561523
fox,wren,-2.3819751739501953,-5.256975173950195
fox,chicken,-2.492807388305664,-4.867807388305664
fox,cockerel,-2.6097888946533203,-4.48478889465332
fox,turkey,-2.3219852447509766,-5.071985244750977
fox,dove,-2.4162521362304688,-4.916252136230469
fox,pigeon,-2.4633731842041016,-4.963373184204102
fox,partridge,-2.236032485961914,-4.861032485961914
fox,peacock,-2.4242420196533203,-5.04924201965332
fox,crane,-2.2840824127197266,-4.909082412719727
fox,flamingo,-2.5699806213378906,-5.069980621337891
fox,heron,-2.2863235473632812,-4.911323547363281
fox,duck,-2.45977783203125,-4.83477783203125
fox,goose,-2.4016284942626953,-5.026628494262695
fox,pelican,-2.441417694091797,-5.066417694091797
fox,penguin,-2.6023025512695312,-5.102302551269531
fox,seagull,-2.545167922973633,-4.920167922973633
fox,swan,-2.4804000854492188,-4.980400085449219
fox,hummingbird,-2.316469192504883,-5.191469192504883
fox,kingfisher,-2.4899063110351562,-5.239906311035156
fox,woodpecker,-2.1637821197509766,-5.038782119750977
fox,emu,-2.53143310546875,-5.03143310546875
fox,ostrich,-2.466958999633789,-5.216958999633789
fox,carp,-2.1588497161865234,-5.158849716186523
fox,goldfish,-2.4284133911132812,-5.053413391113281
fox,minnow,-2.256990432739258,-5.131990432739258
fox,cod,-2.2621192932128906,-5.012119293212891
fox,herring,-2.5366954803466797,-4.91169548034668
fox,sardine,-2.4752979278564453,-4.975297927856445
fox,salmon,-2.256040573120117,-4.881040573120117
fox,trout,-2.3534202575683594,-4.978420257568359
fox,eel,-2.589630126953125,-4.964630126953125
fox,flounder,-2.551401138305664,-5.176401138305664
fox,mackerel,-2.370027542114258,-4.995027542114258
fox,tuna,-2.404764175415039,-5.029764175415039
fox,seahorse,-2.582914352416992,-5.082914352416992
fox,shark,-2.4228973388671875,-5.0478973388671875
fox,bee,-2.429615020751953,-4.929615020751953
fox,hornet,-2.398977279663086,-5.023977279663086
fox,wasp,-2.421367645263672,-5.046367645263672
fox,ant,-2.4678001403808594,-4.967800140380859
fox,beetle,-2.5150680541992188,-4.890068054199219
fox,ladybird,-2.8660850524902344,-4.366085052490234
fox,butterfly,-2.3861255645751953,-5.011125564575195
fox,moth,-2.3601436614990234,-4.985143661499023
fox,cockroach,-2.305795669555664,-5.055795669555664
fox,cricket,-2.4090499877929688,-4.909049987792969
fox,grasshopper,-2.2329750061035156,-5.232975006103516
fox,locust,-2.572162628173828,-5.072162628173828
fox,dragonfly,-2.3496971130371094,-5.349697113037109
fox,flea,-2.3508758544921875,-4.9758758544921875
fox,housefly,-2.3151111602783203,-5.31511116027832
fox,mosquito,-2.5143165588378906,-4.889316558837891
fox,stick_insect,-2.5661792755126953,-5.191179275512695
fox,termite,-2.423006057739258,-5.048006057739258
fox,centipede,-2.385183334350586,-5.135183334350586
fox,millipede,-2.2353153228759766,-5.422815322875977
fox,scorpion,-2.418245315551758,-5.043245315551758
fox,spider,-2.4261932373046875,-4.9261932373046875
fox,tarantula,-2.4078750610351562,-5.282875061035156
fox,crab,-2.389293670654297,-4.889293670654297
fox,crayfish,-2.183177947998047,-5.308177947998047
fox,lobster,-2.5962886810302734,-4.971288681030273
fox,prawn,-2.499948501586914,-4.624948501586914
fox,shrimp,-2.6520862579345703,-4.52708625793457
fox,slug,-2.4512500762939453,-4.951250076293945
fox,snail,-2.4432430267333984,-5.068243026733398
fox,clam,-2.3675193786621094,-5.117519378662109
fox,mussel,-2.360410690307617,-4.985410690307617
fox,scallop,-2.512165069580078,-5.262165069580078
fox,oyster,-2.4966201782226562,-5.121620178222656
fox,squid,-2.523540496826172,-5.273540496826172
fox,octopus,-2.467397689819336,-5.342397689819336
fox,worm,-2.4216785430908203,-5.04667854309082
fox,jellyfish,-2.334369659423828,-5.209369659423828
hyena,bat,-2.6042213439941406,-4.979221343994141
hyena,bear,-2.5705184936523438,-4.945518493652344
hyena,cat,-2.4051246643066406,-5.155124664306641
hyena,cheetah,-2.511829376220703,-4.886829376220703
hyena,leopard,-2.5946178436279297,-4.96961784362793
hyena,lion,-2.462770462036133,-4.837770462036133
hyena,panther,-2.5100765228271484,-5.135076522827148
hyena,tiger,-2.6285037994384766,-5.003503799438477
hyena,dog,-2.452028274536133,-4.952028274536133
hyena,fox,-2.5928897857666016,-4.842889785766602
hyena,wolf,-2.4738636016845703,-4.84886360168457
hyena,raccoon,-2.464731216430664,-5.089731216430664
hyena,skunk,-2.4952964782714844,-5.120296478271484
hyena,otter,-2.632020950317383,-5.007020950317383
hyena,beaver,-2.589750289916992,-5.214750289916992
hyena,chipmunk,-2.6516685485839844,-5.151668548583984
hyena,squirrel,-2.5486679077148438,-5.173667907714844
hyena,gerbil,-2.650543212890625,-5.275543212890625
hyena,guinea_pig,-2.655933380126953,-5.405933380126953
hyena,hamster,-2.550230026245117,-5.175230026245117
hyena,mouse,-2.5685653686523438,-5.068565368652344
hyena,porcupine,-2.67071533203125,-5.17071533203125
hyena,rat,-2.584627151489258,-4.959627151489258
hyena,buffalo,-2.626607894897461,-5.001607894897461
hyena,cow,-2.5813865661621094,-4.956386566162109
hyena,ox,-2.4491748809814453,-5.199174880981445
hyena,goat,-2.542806625366211,-5.042806625366211
hyena,sheep,-2.628267288208008,-5.128267288208008
hyena,deer,-2.4939441680908203,-5.11894416809082
hyena,moose,-2.5625972747802734,-5.187597274780273
hyena,giraffe,-2.6741371154785156,-5.049137115478516
hyena,camel,-2.6065845489501953,-5.231584548950195
hyena,hippo,-2.6647186279296875,-5.1647186279296875
hyena,llama,-2.6689414978027344,-5.168941497802734
hyena,pig,-2.5660839080810547,-4.816083908081055
hyena,donkey,-2.596498489379883,-4.846498489379883
hyena,horse,-2.5077438354492188,-5.132743835449219
hyena,pony,-2.5413970947265625,-5.0413970947265625
hyena,zebra,-2.61590576171875,-5.24090576171875
hyena,rhino,-2.713642120361328,-5.088642120361328
hyena,gorilla,-2.5461902618408203,-5.17119026184082
hyena,monkey,-2.5539798736572266,-4.928979873657227
hyena,hedgehog,-2.6899757385253906,-5.189975738525391
hyena,rabbit,-2.5332908630371094,-5.158290863037109
hyena,seal,-2.6551361083984375,-5.0301361083984375
hyena,walrus,-2.8249893188476562,-5.199989318847656
hyena,dolphin,-2.633525848388672,-5.133525848388672
hyena,whale,-2.657499313354492,-5.407499313354492
hyena,elephant,-2.643941879272461,-5.268941879272461
hyena,kangaroo,-2.639659881591797,-5.264659881591797
hyena,platypus,-2.699789047241211,-5.324789047241211
hyena,crocodile,-2.522977828979492,-4.897977828979492
hyena,alligator,-2.443897247314453,-5.068897247314453
hyena,lizard,-2.547334671020508,-4.922334671020508
hyena,iguana,-2.7058448791503906,-5.455844879150391
hyena,rattlesnake,-2.4363651275634766,-5.061365127563477
hyena,tortoise,-2.6537818908691406,-5.153781890869141
hyena,turtle,-2.6304187774658203,-5.13041877746582
hyena,frog,-2.5320358276367188,-5.032035827636719
hyena,toad,-2.5134143829345703,-5.01341438293457
hyena,budgie,-2.756336212158203,-5.006336212158203
hyena,parakeet,-2.577913284301758,-5.327913284301758
hyena,buzzard,-2.322277069091797,-4.947277069091797
hyena,falcon,-2.6097164154052734,-5.234716415405273
hyena,hawk,-2.442413330078125,-5.067413330078125
hyena,eagle,-2.599660873413086,-4.849660873413086
hyena,owl,-2.591794967651367,-5.091794967651367
hyena,canary,-2.644632339477539,-5.269632339477539
hyena,magpie,-2.6477622985839844,-5.022762298583984
hyena,raven,-2.5377941131591797,-4.91279411315918
hyena,nightingale,-2.549100875854492,-4.674100875854492
hyena,robin,-2.6723365783691406,-5.297336578369141
hyena,starling,-2.544862747192383,-5.044862747192383
hyena,sparrow,-2.5734291076660156,-5.073429107666016
hyena,wren,-2.7737808227539062,-5.273780822753906
hyena,chicken,-2.5627822875976562,-5.187782287597656
hyena,cockerel,-2.619539260864258,-4.619539260864258
hyena,turkey,-2.4951248168945312,-5.245124816894531
hyena,dove,-2.4641551971435547,-5.089155197143555
hyena,pigeon,-2.562053680419922,-5.062053680419922
hyena,partridge,-2.4720993041992188,-4.972099304199219
hyena,peacock,-2.697357177734375,-5.072357177734375
hyena,crane,-2.4104080200195312,-5.035408020019531
hyena,flamingo,-2.668142318725586,-5.168142318725586
hyena,heron,-2.504169464111328,-5.129169464111328
hyena,duck,-2.600290298461914,-4.975290298461914
hyena,goose,-2.606067657470703,-5.106067657470703
hyena,pelican,-2.5433483123779297,-5.16834831237793
hyena,penguin,-2.74853515625,-5.12353515625
hyena,seagull,-2.6077003479003906,-4.982700347900391
hyena,swan,-2.6374778747558594,-5.137477874755859
hyena,hummingbird,-2.5317249298095703,-5.40672492980957
hyena,kingfisher,-2.7035655975341797,-5.20356559753418
hyena,woodpecker,-2.471792221069336,-4.971792221069336
hyena,emu,-2.6339473724365234,-5.133947372436523
hyena,ostrich,-2.4872970581054688,-5.112297058105469
hyena,carp,-2.3205013275146484,-5.320501327514648
hyena,goldfish,-2.635782241821289,-5.260782241821289
hyena,minnow,-2.463560104370117,-5.213560104370117
hyena,cod,-2.39813232421875,-5.14813232421875
hyena,herring,-2.5630569458007812,-5.188056945800781
hyena,sardine,-2.5621795654296875,-5.1871795654296875
hyena,salmon,-2.4333133697509766,-5.183313369750977
hyena,trout,-2.4984817504882812,-5.248481750488281
hyena,eel,-2.647726058959961,-5.147726058959961
hyena,flounder,-2.688009262084961,-5.188009262084961
hyena,mackerel,-2.347513198852539,-5.347513198852539
hyena,tuna,-2.534513473510742,-5.284513473510742
hyena,seahorse,-2.6596450805664062,-5.284645080566406
hyena,shark,-2.527975082397461,-5.027975082397461
hyena,bee,-2.4486618041992188,-5.073661804199219
hyena,hornet,-2.6636104583740234,-5.038610458374023
hyena,wasp,-2.525114059448242,-5.025114059448242
hyena,ant,-2.555370330810547,-4.930370330810547
hyena,beetle,-2.5525131225585938,-4.927513122558594
hyena,ladybird,-2.6394081115722656,-4.389408111572266
hyena,butterfly,-2.499979019165039,-5.124979019165039
hyena,moth,-2.455739974975586,-5.330739974975586
hyena,cockroach,-2.511777877807617,-5.011777877807617
hyena,cricket,-2.622844696044922,-5.122844696044922
hyena,grasshopper,-2.540487289428711,-5.290487289428711
hyena,locust,-2.5916271209716797,-5.21662712097168
hyena,dragonfly,-2.5206851959228516,-5.520685195922852
hyena,flea,-2.676797866821289,-5.176797866821289
hyena,housefly,-2.59088134765625,-5.21588134765625
hyena,mosquito,-2.5969924926757812,-5.096992492675781
hyena,stick_insect,-2.748922348022461,-5.373922348022461
hyena,termite,-2.5376052856445312,-5.162605285644531
hyena,centipede,-2.584371566772461,-5.459371566772461
hyena,millipede,-2.460735321044922,-5.585735321044922
hyena,scorpion,-2.6147899627685547,-5.114789962768555
hyena,spider,-2.5945777893066406,-5.094577789306641
hyena,tarantula,-2.5488853454589844,-5.173885345458984
hyena,crab,-2.505308151245117,-4.880308151245117
hyena,crayfish,-2.3067798614501953,-5.494279861450195
hyena,lobster,-2.6055068969726562,-5.105506896972656
hyena,prawn,-2.595062255859375,-4.970062255859375
hyena,shrimp,-2.542205810546875,-4.917205810546875
hyena,slug,-2.6575260162353516,-5.282526016235352
hyena,snail,-2.5606536865234375,-5.1856536865234375
hyena,clam,-2.5351943969726562,-5.410194396972656
hyena,mussel,-2.4460086822509766,-5.196008682250977
hyena,scallop,-2.577981948852539,-5.577981948852539
hyena,oyster,-2.5373497009277344,-5.537349700927734
hyena,squid,-2.591279983520508,-5.341279983520508
hyena,octopus,-2.710451126098633,-5.335451126098633
hyena,worm,-2.5917110443115234,-5.216711044311523
hyena,jellyfish,-2.571115493774414,-5.321115493774414
wolf,bat,-2.5042667388916016,-5.129266738891602
wolf,bear,-2.5292091369628906,-4.904209136962891
wolf,cat,-2.4304943084716797,-5.05549430847168
wolf,cheetah,-2.566404342651367,-5.066404342651367
wolf,leopard,-2.3953819274902344,-5.020381927490234
wolf,lion,-2.4642715454101562,-4.964271545410156
wolf,panther,-2.489734649658203,-4.989734649658203
wolf,tiger,-2.4385833740234375,-5.0635833740234375
wolf,dog,-2.4312915802001953,-5.056291580200195
wolf,fox,-2.421113967895508,-4.921113967895508
wolf,hyena,-2.4303741455078125,-5.0553741455078125
wolf,raccoon,-2.142974853515625,-5.017974853515625
wolf,skunk,-2.503387451171875,-5.128387451171875
wolf,otter,-2.3132400512695312,-5.063240051269531
wolf,beaver,-2.5110645294189453,-5.136064529418945
wolf,chipmunk,-2.402851104736328,-5.152851104736328
wolf,squirrel,-2.4433231353759766,-5.068323135375977
wolf,gerbil,-2.504037857055664,-5.504037857055664
wolf,guinea_pig,-2.571178436279297,-5.321178436279297
wolf,hamster,-2.431913375854492,-5.181913375854492
wolf,mouse,-2.418954849243164,-5.043954849243164
wolf,porcupine,-2.5245361328125,-5.0245361328125
wolf,rat,-2.5522594451904297,-5.17725944519043
wolf,buffalo,-2.6286487579345703,-4.87864875793457
wolf,cow,-2.4052581787109375,-5.0302581787109375
wolf,ox,-2.4283390045166016,-5.178339004516602
wolf,goat,-2.450916290283203,-4.950916290283203
wolf,sheep,-2.4833717346191406,-4.983371734619141
wolf,deer,-2.2440319061279297,-4.99403190612793
wolf,moose,-2.353353500366211,-5.103353500366211
wolf,giraffe,-2.6426010131835938,-5.392601013183594
wolf,camel,-2.375608444213867,-5.250608444213867
wolf,hippo,-2.536558151245117,-5.286558151245117
wolf,llama,-2.527036666870117,-5.152036666870117
wolf,pig,-2.4135055541992188,-4.913505554199219
wolf,donkey,-2.4953784942626953,-4.995378494262695
wolf,horse,-2.4264888763427734,-5.176488876342773
wolf,pony,-2.457296371459961,-4.832296371459961
wolf,zebra,-2.4957046508789062,-5.120704650878906
wolf,rhino,-2.5889739990234375,-5.2139739990234375
wolf,gorilla,-2.5950584411621094,-5.470058441162109
wolf,monkey,-2.5571861267089844,-5.182186126708984
wolf,hedgehog,-2.4087562561035156,-4.908756256103516
wolf,rabbit,-2.2886085510253906,-4.913608551025391
wolf,seal,-2.384702682495117,-5.009702682495117
wolf,walrus,-2.6084957122802734,-5.233495712280273
wolf,dolphin,-2.6859493255615234,-5.060949325561523
wolf,whale,-2.464771270751953,-5.214771270751953
wolf,elephant,-2.6263046264648438,-5.126304626464844
wolf,kangaroo,-2.5441436767578125,-5.2941436767578125
wolf,platypus,-2.562032699584961,-5.562032699584961
wolf,crocodile,-2.417177200317383,-5.042177200317383
wolf,alligator,-2.4997196197509766,-5.124719619750977
wolf,lizard,-2.456501007080078,-5.081501007080078
wolf,iguana,-2.6508255004882812,-5.275825500488281
wolf,rattlesnake,-2.409412384033203,-4.909412384033203
wolf,tortoise,-2.5964279174804688,-5.221427917480469
wolf,turtle,-2.5307674407958984,-5.155767440795898
wolf,frog,-2.4883651733398438,-4.988365173339844
wolf,toad,-2.5819244384765625,-5.0819244384765625
wolf,budgie,-2.7103424072265625,-4.9603424072265625
wolf,parakeet,-2.615201950073242,-5.240201950073242
wolf,buzzard,-2.290790557861328,-4.915790557861328
wolf,falcon,-2.429615020751953,-5.054615020751953
wolf,hawk,-2.2950191497802734,-4.920019149780273
wolf,eagle,-2.514190673828125,-4.889190673828125
wolf,owl,-2.3564071655273438,-4.981407165527344
wolf,canary,-2.5619754791259766,-5.311975479125977
wolf,magpie,-2.614593505859375,-5.114593505859375
wolf,raven,-2.4461212158203125,-4.8211212158203125
wolf,nightingale,-2.5084476470947266,-4.633447647094727
wolf,robin,-2.6965694427490234,-5.321569442749023
wolf,starling,-2.3304920196533203,-5.20549201965332
wolf,sparrow,-2.5340137481689453,-5.034013748168945
wolf,wren,-2.6624603271484375,-5.5374603271484375
wolf,chicken,-2.564971923828125,-5.064971923828125
wolf,cockerel,-2.4635047912597656,-4.588504791259766
wolf,turkey,-2.47100830078125,-5.22100830078125
wolf,dove,-2.362529754638672,-4.987529754638672
wolf,pigeon,-2.3793182373046875,-5.1293182373046875
wolf,partridge,-2.2440223693847656,-4.869022369384766
wolf,peacock,-2.457143783569336,-5.082143783569336
wolf,crane,-2.397623062133789,-4.897623062133789
wolf,flamingo,-2.6292591094970703,-4.87925910949707
wolf,heron,-2.2688426971435547,-5.018842697143555
wolf,duck,-2.4686241149902344,-4.968624114990234
wolf,goose,-2.5193824768066406,-5.019382476806641
wolf,pelican,-2.5109310150146484,-5.135931015014648
wolf,penguin,-2.5698165893554688,-5.194816589355469
wolf,seagull,-2.5524730682373047,-5.052473068237305
wolf,swan,-2.457304000854492,-5.082304000854492
wolf,hummingbird,-2.436429977416992,-5.311429977416992
wolf,kingfisher,-2.5567779541015625,-5.4317779541015625
wolf,woodpecker,-2.4855194091796875,-5.2355194091796875
wolf,emu,-2.504697799682617,-5.129697799682617
wolf,ostrich,-2.439668655395508,-5.189668655395508
wolf,carp,-2.3203887939453125,-5.3828887939453125
wolf,goldfish,-2.6069393157958984,-5.106939315795898
wolf,minnow,-2.427959442138672,-5.427959442138672
wolf,cod,-2.2997188568115234,-5.237218856811523
wolf,herring,-2.4988059997558594,-4.998805999755859
wolf,sardine,-2.37127685546875,-4.99627685546875
wolf,salmon,-2.3132190704345703,-5.06321907043457
wolf,trout,-2.3948898315429688,-5.019889831542969
wolf,eel,-2.531147003173828,-4.906147003173828
wolf,flounder,-2.6638736724853516,-5.163873672485352
wolf,mackerel,-2.3995513916015625,-5.1495513916015625
wolf,tuna,-2.4327239990234375,-5.4327239990234375
wolf,seahorse,-2.6211490631103516,-5.371149063110352
wolf,shark,-2.4392833709716797,-5.18928337097168
wolf,bee,-2.514951705932617,-5.014951705932617
wolf,hornet,-2.545684814453125,-5.170684814453125
wolf,wasp,-2.531200408935547,-5.281200408935547
wolf,ant,-2.5649547576904297,-5.18995475769043
wolf,beetle,-2.4186267852783203,-5.16862678527832
wolf,ladybird,-2.814046859741211,-4.314046859741211
wolf,butterfly,-2.503602981567383,-5.128602981567383
wolf,moth,-2.4653091430664062,-4.965309143066406
wolf,cockroach,-2.439044952392578,-5.064044952392578
wolf,cricket,-2.5774917602539062,-5.077491760253906
wolf,grasshopper,-2.4203968048095703,-5.42039680480957
wolf,locust,-2.4795494079589844,-5.229549407958984
wolf,dragonfly,-2.524139404296875,-5.399139404296875
wolf,flea,-2.3680076599121094,-5.118007659912109
wolf,housefly,-2.4886112213134766,-5.488611221313477
wolf,mosquito,-2.4589290618896484,-5.208929061889648
wolf,stick_insect,-2.584209442138672,-5.459209442138672
wolf,termite,-2.565469741821289,-5.190469741821289
wolf,centipede,-2.4157142639160156,-5.165714263916016
wolf,millipede,-2.4318981170654297,-5.61939811706543
wolf,scorpion,-2.484375,-4.984375
wolf,spider,-2.4824562072753906,-5.107456207275391
wolf,tarantula,-2.4299697875976562,-5.429969787597656
wolf,crab,-2.535585403442383,-4.910585403442383
wolf,crayfish,-2.451322555541992,-5.513822555541992
wolf,lobster,-2.4980812072753906,-5.373081207275391
wolf,prawn,-2.5784664154052734,-4.828466415405273
wolf,shrimp,-2.4897727966308594,-4.614772796630859
wolf,slug,-2.6467342376708984,-5.396734237670898
wolf,snail,-2.6634178161621094,-5.163417816162109
wolf,clam,-2.4930572509765625,-5.4930572509765625
wolf,mussel,-2.2224464416503906,-5.097446441650391
wolf,scallop,-2.553119659423828,-5.553119659423828
wolf,oyster,-2.5766067504882812,-5.451606750488281
wolf,squid,-2.614175796508789,-5.426675796508789
wolf,octopus,-2.6664810180664062,-5.603981018066406
wolf,worm,-2.652040481567383,-5.402040481567383
wolf,jellyfish,-2.57818603515625,-5.32818603515625
raccoon,bat,-2.297342300415039,-5.047342300415039
raccoon,bear,-2.3012351989746094,-4.926235198974609
raccoon,cat,-2.3696517944335938,-4.994651794433594
raccoon,cheetah,-2.415353775024414,-5.040353775024414
raccoon,leopard,-2.4371337890625,-5.0621337890625
raccoon,lion,-2.259767532348633,-5.009767532348633
raccoon,panther,-2.4197864532470703,-5.16978645324707
raccoon,tiger,-2.3523712158203125,-5.1023712158203125
raccoon,dog,-2.392557144165039,-4.892557144165039
raccoon,fox,-2.3739871978759766,-4.873987197875977
raccoon,hyena,-2.5460586547851562,-5.171058654785156
raccoon,wolf,-2.3474693298339844,-4.847469329833984
raccoon,skunk,-2.4217395782470703,-5.17173957824707
raccoon,otter,-2.3686180114746094,-5.243618011474609
raccoon,beaver,-2.457460403442383,-5.082460403442383
raccoon,chipmunk,-2.478565216064453,-4.853565216064453
raccoon,squirrel,-2.482198715209961,-4.857198715209961
raccoon,gerbil,-2.504831314086914,-5.129831314086914
raccoon,guinea_pig,-2.3701419830322266,-5.245141983032227
raccoon,hamster,-2.264833450317383,-5.014833450317383
raccoon,mouse,-2.2807788848876953,-5.030778884887695
raccoon,porcupine,-2.374471664428711,-5.124471664428711
raccoon,rat,-2.298656463623047,-4.798656463623047
raccoon,buffalo,-2.4482479095458984,-5.073247909545898
raccoon,cow,-2.3536739349365234,-4.978673934936523
raccoon,ox,-2.2443885803222656,-5.494388580322266
raccoon,goat,-2.4621620178222656,-4.962162017822266
raccoon,sheep,-2.3367156982421875,-5.0867156982421875
raccoon,deer,-2.2804737091064453,-5.030473709106445
raccoon,moose,-2.2048912048339844,-5.079891204833984
raccoon,giraffe,-2.5153961181640625,-5.1403961181640625
raccoon,camel,-2.3839378356933594,-5.133937835693359
raccoon,hippo,-2.5532398223876953,-5.178239822387695
raccoon,llama,-2.41162109375,-5.03662109375
raccoon,pig,-2.3741931915283203,-4.74919319152832
raccoon,donkey,-2.4464797973632812,-5.071479797363281
raccoon,horse,-2.280740737915039,-5.030740737915039
raccoon,pony,-2.4116382598876953,-5.036638259887695
raccoon,zebra,-2.431100845336914,-5.181100845336914
raccoon,rhino,-2.5772666931152344,-5.327266693115234
raccoon,gorilla,-2.4441261291503906,-5.194126129150391
raccoon,monkey,-2.341958999633789,-5.091958999633789
raccoon,hedgehog,-2.4030933380126953,-4.903093338012695
raccoon,rabbit,-2.3149852752685547,-5.064985275268555
raccoon,seal,-2.372304916381836,-5.122304916381836
raccoon,walrus,-2.515399932861328,-5.265399932861328
raccoon,dolphin,-2.3440685272216797,-5.09406852722168
raccoon,whale,-2.4112796783447266,-5.161279678344727
raccoon,elephant,-2.414918899536133,-5.039918899536133
raccoon,kangaroo,-2.46441650390625,-5.33941650390625
raccoon,platypus,-2.5127735137939453,-5.262773513793945
raccoon,crocodile,-2.343069076538086,-5.093069076538086
raccoon,alligator,-2.342144012451172,-5.092144012451172
raccoon,lizard,-2.2812232971191406,-5.031223297119141
raccoon,iguana,-2.37091064453125,-5.12091064453125
raccoon,rattlesnake,-2.40582275390625,-5.03082275390625
raccoon,tortoise,-2.358600616455078,-5.108600616455078
raccoon,turtle,-2.3577346801757812,-4.982734680175781
raccoon,frog,-2.2762088775634766,-5.026208877563477
raccoon,toad,-2.3673057556152344,-5.117305755615234
raccoon,budgie,-2.368518829345703,-5.118518829345703
raccoon,parakeet,-2.4019947052001953,-5.026994705200195
raccoon,buzzard,-2.218524932861328,-4.968524932861328
raccoon,falcon,-2.4377365112304688,-5.187736511230469
raccoon,hawk,-2.097726821899414,-4.972726821899414
raccoon,eagle,-2.2173290252685547,-5.092329025268555
raccoon,owl,-2.2532958984375,-5.0032958984375
raccoon,canary,-2.371652603149414,-5.246652603149414
raccoon,magpie,-2.4792613983154297,-5.10426139831543
raccoon,raven,-2.3461875915527344,-5.096187591552734
raccoon,nightingale,-2.4956722259521484,-4.995672225952148
raccoon,robin,-2.5120105743408203,-5.13701057434082
raccoon,starling,-2.3778305053710938,-5.002830505371094
raccoon,sparrow,-2.336223602294922,-4.961223602294922
raccoon,wren,-2.404224395751953,-5.279224395751953
raccoon,chicken,-2.3515396118164062,-4.976539611816406
raccoon,cockerel,-2.4084529876708984,-4.908452987670898
raccoon,turkey,-2.2712249755859375,-5.1462249755859375
raccoon,dove,-2.278928756713867,-5.028928756713867
raccoon,pigeon,-2.3081493377685547,-5.058149337768555
raccoon,partridge,-2.288330078125,-4.913330078125
raccoon,peacock,-2.457103729248047,-5.082103729248047
raccoon,crane,-2.381906509399414,-5.006906509399414
raccoon,flamingo,-2.5637874603271484,-5.188787460327148
raccoon,heron,-2.1050567626953125,-4.9800567626953125
raccoon,duck,-2.2639732360839844,-4.888973236083984
raccoon,goose,-2.2927703857421875,-5.0427703857421875
raccoon,pelican,-2.2872276306152344,-5.037227630615234
raccoon,penguin,-2.4320755004882812,-5.057075500488281
raccoon,seagull,-2.4197330474853516,-4.919733047485352
raccoon,swan,-2.355306625366211,-5.105306625366211
raccoon,hummingbird,-2.3134307861328125,-5.0634307861328125
raccoon,kingfisher,-2.4073829650878906,-5.282382965087891
raccoon,woodpecker,-2.1540355682373047,-5.029035568237305
raccoon,emu,-2.2722644805908203,-5.14726448059082
raccoon,ostrich,-2.3921432495117188,-5.392143249511719
raccoon,carp,-2.2687835693359375,-5.1437835693359375
raccoon,goldfish,-2.419046401977539,-5.044046401977539
raccoon,minnow,-2.3703651428222656,-5.120365142822266
raccoon,cod,-2.229961395263672,-5.354961395263672
raccoon,herring,-2.332082748413086,-4.957082748413086
raccoon,sardine,-2.475187301635742,-5.100187301635742
raccoon,salmon,-2.2362403869628906,-4.986240386962891
raccoon,trout,-2.3023605346679688,-5.052360534667969
raccoon,eel,-2.3176002502441406,-4.942600250244141
raccoon,flounder,-2.480998992919922,-5.105998992919922
raccoon,mackerel,-2.2817153930664062,-5.281715393066406
raccoon,tuna,-2.328166961669922,-5.203166961669922
raccoon,seahorse,-2.4035816192626953,-5.028581619262695
raccoon,shark,-2.399639129638672,-5.024639129638672
raccoon,bee,-2.340188980102539,-4.965188980102539
raccoon,hornet,-2.3957901000976562,-5.145790100097656
raccoon,wasp,-2.340383529663086,-4.965383529663086
raccoon,ant,-2.4043006896972656,-5.029300689697266
raccoon,beetle,-2.3559112548828125,-5.1059112548828125
raccoon,ladybird,-2.389730453491211,-4.264730453491211
raccoon,butterfly,-2.3265914916992188,-4.951591491699219
raccoon,moth,-2.410022735595703,-5.160022735595703
raccoon,cockroach,-2.2220230102539062,-5.097023010253906
raccoon,cricket,-2.255413055419922,-5.005413055419922
raccoon,grasshopper,-2.3748703002929688,-5.124870300292969
raccoon,locust,-2.4248409271240234,-5.174840927124023
raccoon,dragonfly,-2.421201705932617,-5.296201705932617
raccoon,flea,-2.2704544067382812,-5.020454406738281
raccoon,housefly,-2.281606674194336,-5.281606674194336
