idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
1218,No,No,0.24470014870166779,0.043936166912317276
1219,No,No,0.24470014870166779,0.043937668204307556
1220,No,No,0.24470014870166779,0.04648102447390556
1221,Yes,No,0.8486269116401672,0.04648102447390556
1222,Yes,No,0.8486269116401672,0.1473773717880249
1223,Yes,No,0.8486269116401672,0.02522306889295578
1224,Yes,No,0.8486269116401672,0.029607577249407768
1225,Yes,No,0.8507543802261353,0.07517659664154053
1226,Yes,No,0.8507543802261353,0.2424684762954712
1227,Yes,No,0.8507543802261353,0.03614714741706848
1228,Yes,No,0.8507543802261353,0.08880674839019775
1229,Yes,No,0.9168092012405396,0.2424684762954712
1230,Yes,No,0.9168092012405396,0.056382156908512115
1231,Yes,No,0.9168092012405396,0.045229483395814896
1232,Yes,No,0.9168092012405396,0.04529963433742523
1233,Yes,No,0.9459028840065002,0.08134356141090393
1234,Yes,No,0.9459028840065002,0.045229483395814896
1235,Yes,No,0.9459028840065002,0.041623085737228394
1236,Yes,No,0.9459028840065002,0.08352216333150864
1237,Yes,No,0.5732255578041077,0.11763839423656464
1238,Yes,No,0.5732255578041077,0.08090569078922272
1239,Yes,No,0.5732255578041077,0.48759937286376953
1240,Yes,No,0.5732255578041077,0.15789499878883362
1241,Yes,No,0.8164039254188538,0.05713065341114998
1242,Yes,No,0.8164039254188538,0.16960443556308746
1243,Yes,No,0.8164039254188538,0.07836390286684036
1244,Yes,Yes,0.8164039254188538,0.5224485993385315
1245,Yes,No,0.8770835399627686,0.16990825533866882
1246,Yes,No,0.8770835399627686,0.054191503673791885
1247,Yes,No,0.8770835399627686,0.06224151328206062
1248,Yes,No,0.8770835399627686,0.1332748383283615
1249,Yes,No,0.5628367066383362,0.11319985240697861
1250,Yes,No,0.5628367066383362,0.1843780279159546
1251,Yes,No,0.5628367066383362,0.10490364581346512
1252,Yes,No,0.5628367066383362,0.08353018760681152
1253,Yes,No,0.5290365219116211,0.18991246819496155
1254,Yes,No,0.5290365219116211,0.08409923315048218
1255,Yes,No,0.5290365219116211,0.13789372146129608
1256,Yes,No,0.5290365219116211,0.06905870884656906
1257,Yes,No,0.7570719718933105,0.13823074102401733
1258,Yes,No,0.7570719718933105,0.11331234127283096
1259,Yes,No,0.7570719718933105,0.06905870884656906
1260,Yes,No,0.7570719718933105,0.11063958704471588
1261,Yes,No,0.5620139837265015,0.028929565101861954
1262,Yes,No,0.5620139837265015,0.06227235123515129
1263,Yes,No,0.5620139837265015,0.08636975288391113
1264,Yes,No,0.5620139837265015,0.050337716937065125
1265,Yes,No,0.9154886603355408,0.028929565101861954
1266,Yes,No,0.9154886603355408,0.13874657452106476
1267,Yes,No,0.9154886603355408,0.08954228460788727
1268,Yes,No,0.9154886603355408,0.01672171801328659
1269,Yes,No,0.9268902540206909,0.1061353012919426
1270,Yes,No,0.9268902540206909,0.04933037981390953
1271,Yes,No,0.9268902540206909,0.07185307890176773
1272,Yes,No,0.9268902540206909,0.08954228460788727
1273,Yes,No,0.9321977496147156,0.061586376279592514
1274,Yes,No,0.9321977496147156,0.03720315173268318
1275,Yes,No,0.9321977496147156,0.1700817048549652
1276,Yes,No,0.9321977496147156,0.21951468288898468
1277,Yes,No,0.9521681666374207,0.07863710075616837
1278,Yes,No,0.9521681666374207,0.11318784207105637
1279,Yes,No,0.9521681666374207,0.13121460378170013
1280,Yes,No,0.9521681666374207,0.22674022614955902
1281,Yes,No,0.9173792600631714,0.1510431468486786
1282,Yes,No,0.9173792600631714,0.08420976251363754
1283,Yes,No,0.9173792600631714,0.0485178641974926
1284,Yes,No,0.9173792600631714,0.0639977678656578
1285,Yes,No,0.907390832901001,0.02848922461271286
1286,Yes,No,0.907390832901001,0.03805603086948395
1287,Yes,No,0.907390832901001,0.04652414098381996
1288,Yes,No,0.907390832901001,0.05706379562616348
1289,Yes,No,0.5082021951675415,0.05484599247574806
1290,Yes,No,0.5082021951675415,0.0404762364923954
1291,Yes,No,0.5082021951675415,0.0519803985953331
1292,Yes,No,0.5082021951675415,0.02848922461271286
1293,Yes,No,0.9023102521896362,0.11691050231456757
1294,Yes,No,0.9023102521896362,0.07043041288852692
1295,Yes,No,0.9023102521896362,0.07050567865371704
1296,Yes,No,0.9023102521896362,0.17754743993282318
1297,Yes,No,0.9209825992584229,0.059849295765161514
1298,Yes,No,0.9209825992584229,0.050013475120067596
1299,Yes,No,0.9209825992584229,0.05583539977669716
1300,Yes,No,0.9209825992584229,0.09557991474866867
1301,Yes,No,0.9443565011024475,0.360493540763855
1302,Yes,No,0.9443565011024475,0.3314163088798523
1303,Yes,No,0.9443565011024475,0.3957401514053345
1304,Yes,No,0.9443565011024475,0.12802162766456604
1305,Yes,No,0.8947043418884277,0.06369467824697495
1306,Yes,No,0.8947043418884277,0.28339284658432007
1307,Yes,No,0.8947043418884277,0.05357380583882332
1308,Yes,No,0.8947043418884277,0.04979238286614418
1309,Yes,No,0.706225574016571,0.06308053433895111
1310,Yes,No,0.706225574016571,0.07854161411523819
1311,Yes,Yes,0.706225574016571,0.6327776908874512
1312,Yes,No,0.706225574016571,0.11851157993078232
1313,Yes,No,0.9137260317802429,0.05829919874668121
1314,Yes,No,0.9137260317802429,0.1944679319858551
1315,Yes,No,0.9137260317802429,0.054516229778528214
1316,Yes,No,0.9137260317802429,0.16238057613372803
1317,Yes,No,0.9510642290115356,0.11520683765411377
1318,Yes,No,0.9510642290115356,0.0933767780661583
1319,Yes,No,0.9510642290115356,0.021573763340711594
1320,Yes,No,0.9510642290115356,0.025523662567138672
1321,No,No,0.10702133923768997,0.04447253420948982
1322,No,No,0.10702133923768997,0.04117465391755104
1323,No,No,0.10702133923768997,0.025523662567138672
1324,No,No,0.10702133923768997,0.118001788854599
1325,Yes,No,0.9198567271232605,0.24262255430221558
1326,Yes,No,0.9198567271232605,0.07197733968496323
1327,Yes,Yes,0.9198567271232605,0.8977977633476257
1328,Yes,No,0.9198567271232605,0.100165955722332
1329,Yes,No,0.9130100607872009,0.11974437534809113
1330,Yes,No,0.9130100607872009,0.051589235663414
1331,Yes,No,0.9130100607872009,0.17557355761528015
1332,Yes,Yes,0.9130100607872009,0.6312974095344543
1333,Yes,No,0.9368898272514343,0.07817310094833374
1334,Yes,No,0.9368898272514343,0.06156076118350029
1335,Yes,No,0.9368898272514343,0.31726881861686707
1336,Yes,No,0.9368898272514343,0.04476911202073097
1337,Yes,No,0.6252105832099915,0.12859782576560974
1338,Yes,No,0.6252105832099915,0.06870812177658081
1339,Yes,No,0.6252105832099915,0.3304145634174347
1340,Yes,No,0.6252105832099915,0.041901685297489166
1341,Yes,No,0.9216105937957764,0.0583355613052845
1342,Yes,No,0.9216105937957764,0.12184033542871475
1343,Yes,No,0.9216105937957764,0.049579083919525146
1344,Yes,No,0.9216105937957764,0.029331782832741737
1345,Yes,No,0.9518136382102966,0.044443175196647644
1346,Yes,No,0.9518136382102966,0.06210425868630409
1347,Yes,No,0.9518136382102966,0.05397465080022812
1348,Yes,No,0.9518136382102966,0.11232602596282959
1349,Yes,No,0.9041386842727661,0.03843211755156517
1350,Yes,No,0.9041386842727661,0.06272336095571518
1351,Yes,No,0.9041386842727661,0.05368845537304878
1352,Yes,No,0.9041386842727661,0.0748678520321846
1353,Yes,No,0.8220226764678955,0.09298552572727203
1354,Yes,No,0.8220226764678955,0.06272336095571518
1355,Yes,No,0.8220226764678955,0.029228707775473595
1356,Yes,No,0.8220226764678955,0.33659160137176514
1357,Yes,No,0.9424838423728943,0.0748678520321846
1358,Yes,No,0.9424838423728943,0.07467908412218094
1359,Yes,No,0.9424838423728943,0.06940319389104843
1360,Yes,No,0.9424838423728943,0.07339239120483398
1361,Yes,No,0.9530918598175049,0.07113423943519592
1362,Yes,No,0.9530918598175049,0.0346161350607872
1363,Yes,No,0.9530918598175049,0.04243836551904678
1364,Yes,No,0.9530918598175049,0.3965737819671631
1365,Yes,No,0.7518940567970276,0.08761370182037354
1366,Yes,No,0.7518940567970276,0.47108596563339233
1367,Yes,No,0.7518940567970276,0.24924974143505096
1368,Yes,No,0.7518940567970276,0.06621281057596207
1369,Yes,No,0.8724013566970825,0.11115347594022751
1370,Yes,No,0.8724013566970825,0.15173457562923431
1371,Yes,No,0.8724013566970825,0.24158523976802826
1372,Yes,No,0.8724013566970825,0.13884799182415009
1373,No,No,0.37423986196517944,0.37927109003067017
1374,No,Yes,0.37423986196517944,0.758776843547821
1375,No,No,0.37423986196517944,0.06919954717159271
1376,No,No,0.37423986196517944,0.15173457562923431
1377,Yes,No,0.9187254309654236,0.36320045590400696
1378,Yes,No,0.9187254309654236,0.16403794288635254
1379,Yes,No,0.9187254309654236,0.31669899821281433
1380,Yes,No,0.9187254309654236,0.0638103112578392
1381,Yes,No,0.9598847031593323,0.02509782835841179
1382,Yes,No,0.9598847031593323,0.07590928673744202
1383,Yes,No,0.9598847031593323,0.02602531760931015
1384,Yes,No,0.9598847031593323,0.11645393818616867
1385,Yes,No,0.9172277450561523,0.06327120959758759
1386,Yes,No,0.9172277450561523,0.040860217064619064
1387,Yes,No,0.9172277450561523,0.055572040379047394
1388,Yes,No,0.9172277450561523,0.07589154690504074
1389,Yes,No,0.9333971738815308,0.05046465992927551
1390,Yes,No,0.9333971738815308,0.046330250799655914
1391,Yes,No,0.9333971738815308,0.07671569287776947
1392,Yes,No,0.9333971738815308,0.06951417028903961
1393,Yes,No,0.9581377506256104,0.05314934253692627
1394,Yes,No,0.9581377506256104,0.044567011296749115
1395,Yes,No,0.9581377506256104,0.10629762709140778
1396,Yes,No,0.9581377506256104,0.08204218000173569
1397,Yes,No,0.9514791965484619,0.03573094680905342
1398,Yes,No,0.9514791965484619,0.10117064416408539
1399,Yes,No,0.9514791965484619,0.04388732090592384
1400,Yes,No,0.9514791965484619,0.286810964345932
1401,Yes,No,0.9424707889556885,0.05190920829772949
1402,Yes,No,0.9424707889556885,0.04309399425983429
1403,Yes,No,0.9424707889556885,0.09601230919361115
1404,Yes,No,0.9424707889556885,0.07464677840471268
1405,Yes,No,0.927793562412262,0.06346260011196136
1406,Yes,No,0.927793562412262,0.05150376632809639
1407,Yes,No,0.927793562412262,0.05662185698747635
1408,Yes,No,0.927793562412262,0.1183561235666275
1409,Yes,No,0.8657664060592651,0.12000131607055664
1410,Yes,No,0.8657664060592651,0.18812283873558044
1411,Yes,No,0.8657664060592651,0.09865716099739075
1412,Yes,No,0.8657664060592651,0.03533047437667847
1413,Yes,No,0.9293934106826782,0.049988195300102234
1414,Yes,No,0.9293934106826782,0.0755239725112915
1415,Yes,No,0.9293934106826782,0.05013946071267128
1416,Yes,No,0.9293934106826782,0.06909674406051636
1417,Yes,No,0.8907420635223389,0.1197558119893074
1418,Yes,No,0.8907420635223389,0.08025674521923065
1419,Yes,No,0.8907420635223389,0.04921655356884003
1420,Yes,No,0.8907420635223389,0.07916834950447083
1421,Yes,No,0.7970117330551147,0.06979160010814667
1422,Yes,No,0.7970117330551147,0.083973728120327
1423,Yes,No,0.7970117330551147,0.08914075791835785
1424,Yes,No,0.7970117330551147,0.07443465292453766
1425,Yes,No,0.8430858254432678,0.046223413199186325
1426,Yes,No,0.8430858254432678,0.0636567771434784
1427,Yes,No,0.8430858254432678,0.043189652264118195
1428,Yes,No,0.8430858254432678,0.0582597441971302
1429,Yes,No,0.8890291452407837,0.14099867641925812
1430,Yes,No,0.8890291452407837,0.05830928310751915
1431,Yes,No,0.8890291452407837,0.07610360532999039
1432,Yes,No,0.8890291452407837,0.04184313118457794
1433,Yes,No,0.6969195008277893,0.09459663927555084
1434,Yes,No,0.6969195008277893,0.11116187274456024
1435,Yes,No,0.6969195008277893,0.03312142565846443
1436,Yes,No,0.6969195008277893,0.10640984028577805
1437,Yes,No,0.5947011709213257,0.05900631099939346
1438,Yes,No,0.5947011709213257,0.02979670837521553
1439,Yes,No,0.5947011709213257,0.03761915862560272
1440,Yes,No,0.5947011709213257,0.09061617404222488
1441,Yes,No,0.873674213886261,0.15676604211330414
1442,Yes,No,0.873674213886261,0.09179698675870895
1443,Yes,No,0.873674213886261,0.05854353681206703
1444,Yes,No,0.873674213886261,0.051675666123628616
1445,Yes,No,0.9564081430435181,0.1970815509557724
1446,Yes,No,0.9564081430435181,0.10198941826820374
1447,Yes,No,0.9564081430435181,0.1748523861169815
1448,Yes,No,0.9564081430435181,0.17467138171195984
1449,Yes,No,0.9311468005180359,0.016447078436613083
1450,Yes,No,0.9311468005180359,0.09577447175979614
1451,Yes,No,0.9311468005180359,0.08906389772891998
1452,Yes,No,0.9311468005180359,0.09769344329833984
1453,No,No,0.3676496148109436,0.033352080732584
1454,No,No,0.3676496148109436,0.03731798753142357
1455,No,No,0.3676496148109436,0.036421872675418854
1456,No,No,0.3676496148109436,0.03808967024087906
1457,Yes,No,0.8342214822769165,0.016447078436613083
1458,Yes,No,0.8342214822769165,0.09769344329833984
1459,Yes,No,0.8342214822769165,0.0586896650493145
1460,Yes,No,0.8342214822769165,0.09577447175979614
1461,Yes,No,0.9388118386268616,0.045464448630809784
1462,Yes,No,0.9388118386268616,0.027943266555666924
1463,Yes,No,0.9388118386268616,0.04643586277961731
1464,Yes,No,0.9388118386268616,0.06048240140080452
1465,Yes,No,0.9524238109588623,0.039924319833517075
1466,Yes,No,0.9524238109588623,0.06699267774820328
1467,Yes,No,0.9524238109588623,0.07560617476701736
1468,Yes,No,0.9524238109588623,0.053414393216371536
1469,Yes,No,0.921124279499054,0.08144441246986389
1470,Yes,No,0.921124279499054,0.06629879027605057
1471,Yes,No,0.921124279499054,0.08666859567165375
1472,Yes,No,0.921124279499054,0.06376277655363083
1473,No,No,0.46918317675590515,0.17452064156532288
1474,No,No,0.46918317675590515,0.03733571246266365
1475,No,No,0.46918317675590515,0.06867413222789764
1476,No,No,0.46918317675590515,0.12885062396526337
1477,No,No,0.4115940034389496,0.21969005465507507
1478,No,No,0.4115940034389496,0.04678468778729439
1479,No,No,0.4115940034389496,0.05836167931556702
1480,No,No,0.4115940034389496,0.06344080716371536
1481,No,No,0.1601017415523529,0.08891505002975464
1482,No,No,0.1601017415523529,0.210466668009758
1483,No,No,0.1601017415523529,0.06514142453670502
1484,No,No,0.1601017415523529,0.05236196517944336
1485,Yes,No,0.8587079048156738,0.08351458609104156
1486,Yes,No,0.8587079048156738,0.07585468143224716
1487,Yes,No,0.8587079048156738,0.05494428426027298
1488,Yes,Yes,0.8587079048156738,0.6108570694923401
1489,No,No,0.05574880540370941,0.11838094145059586
1490,No,No,0.05574880540370941,0.03272165730595589
1491,No,No,0.05574880540370941,0.06210079416632652
1492,No,No,0.05574880540370941,0.046149756759405136
1493,Yes,No,0.9160782098770142,0.07583651691675186
1494,Yes,No,0.9160782098770142,0.1600152999162674
1495,Yes,No,0.9160782098770142,0.03274138271808624
1496,Yes,No,0.9160782098770142,0.1909179389476776
1497,Yes,No,0.7457653284072876,0.05704404413700104
1498,Yes,No,0.7457653284072876,0.09505995362997055
1499,Yes,No,0.7457653284072876,0.29000961780548096
1500,Yes,No,0.7457653284072876,0.05280749499797821
1501,Yes,No,0.9053599238395691,0.09688551723957062
1502,Yes,Yes,0.9053599238395691,0.6356026530265808
1503,Yes,No,0.9053599238395691,0.060314979404211044
1504,Yes,No,0.9053599238395691,0.2098468393087387
1505,Yes,No,0.7191599607467651,0.0779339000582695
1506,Yes,No,0.7191599607467651,0.0843806341290474
1507,Yes,No,0.7191599607467651,0.07908947020769119
1508,Yes,No,0.7191599607467651,0.04915889725089073
1509,Yes,No,0.6922594904899597,0.09801214933395386
1510,Yes,No,0.6922594904899597,0.10245082527399063
1511,Yes,No,0.6922594904899597,0.13857562839984894
1512,Yes,No,0.6922594904899597,0.0649702325463295
1513,Yes,No,0.6792688965797424,0.09196960926055908
1514,Yes,No,0.6792688965797424,0.1526426374912262
1515,Yes,No,0.6792688965797424,0.07338477671146393
1516,Yes,No,0.6792688965797424,0.230930358171463
1517,No,No,0.4200737774372101,0.11314964294433594
1518,No,No,0.4200737774372101,0.05607494339346886
1519,No,No,0.4200737774372101,0.08016032725572586
1520,No,No,0.4200737774372101,0.054293442517519
1521,Yes,No,0.9426882863044739,0.09195169806480408
1522,Yes,No,0.9426882863044739,0.05097069591283798
1523,Yes,No,0.9426882863044739,0.09420306235551834
1524,Yes,No,0.9426882863044739,0.10216333717107773
1525,Yes,No,0.8667647242546082,0.03426770493388176
1526,Yes,No,0.8667647242546082,0.054501086473464966
1527,Yes,No,0.8667647242546082,0.047198593616485596
1528,Yes,No,0.8667647242546082,0.15013450384140015
1529,Yes,No,0.9046543836593628,0.0800054743885994
1530,Yes,No,0.9046543836593628,0.06119520217180252
1531,Yes,No,0.9046543836593628,0.10613599419593811
1532,Yes,No,0.9046543836593628,0.17904305458068848
1533,Yes,No,0.5726755857467651,0.11584539711475372
1534,Yes,No,0.5726755857467651,0.2035660445690155
1535,Yes,No,0.5726755857467651,0.04332881420850754
1536,Yes,No,0.5726755857467651,0.05463062971830368
1537,Yes,No,0.6705824136734009,0.17413724958896637
1538,Yes,No,0.6705824136734009,0.19609761238098145
1539,Yes,No,0.6705824136734009,0.06283535808324814
1540,Yes,No,0.6705824136734009,0.22106973826885223
1541,Yes,No,0.815697431564331,0.2252996265888214
1542,Yes,No,0.815697431564331,0.06584198772907257
1543,Yes,No,0.815697431564331,0.07182542979717255
1544,Yes,No,0.815697431564331,0.22106973826885223
1545,Yes,No,0.6641368865966797,0.07503389567136765
1546,Yes,No,0.6641368865966797,0.0907781645655632
1547,Yes,No,0.6641368865966797,0.0582398846745491
1548,Yes,No,0.6641368865966797,0.031139511615037918
1549,Yes,No,0.8881743550300598,0.14430361986160278
1550,Yes,No,0.8881743550300598,0.07061421126127243
1551,Yes,No,0.8881743550300598,0.045944694429636
1552,Yes,No,0.8881743550300598,0.2126055508852005
1553,Yes,No,0.941807210445404,0.061459146440029144
1554,Yes,No,0.941807210445404,0.09361856430768967
1555,Yes,No,0.941807210445404,0.0444384403526783
1556,Yes,No,0.941807210445404,0.09259561449289322
1557,No,No,0.23250500857830048,0.06576881557703018
1558,No,No,0.23250500857830048,0.09722307324409485
1559,No,No,0.23250500857830048,0.09675909578800201
1560,No,No,0.23250500857830048,0.056269481778144836
1561,Yes,No,0.8565034866333008,0.039911072701215744
1562,Yes,No,0.8565034866333008,0.396241158246994
1563,Yes,No,0.8565034866333008,0.08124245703220367
1564,Yes,No,0.8565034866333008,0.11887567490339279
1565,Yes,No,0.8745632171630859,0.08385864645242691
1566,Yes,No,0.8745632171630859,0.2048407346010208
1567,Yes,No,0.8745632171630859,0.1985512375831604
1568,Yes,No,0.8745632171630859,0.07830701768398285
1569,Yes,No,0.952243983745575,0.0582268051803112
1570,Yes,No,0.952243983745575,0.06113717705011368
1571,Yes,No,0.952243983745575,0.01892394945025444
1572,Yes,No,0.952243983745575,0.0683019831776619
1573,Yes,No,0.9310673475265503,0.11671043932437897
1574,Yes,No,0.9310673475265503,0.06364291906356812
1575,Yes,No,0.9310673475265503,0.0636712834239006
1576,Yes,No,0.9310673475265503,0.06888660043478012
1577,Yes,No,0.9160624146461487,0.1994517743587494
1578,Yes,No,0.9160624146461487,0.06888660043478012
1579,Yes,No,0.9160624146461487,0.0636712834239006
1580,Yes,No,0.9160624146461487,0.01892394945025444
1581,Yes,No,0.9339233636856079,0.05144406855106354
1582,Yes,No,0.9339233636856079,0.07914742082357407
1583,Yes,No,0.9339233636856079,0.05965563654899597
1584,Yes,No,0.9339233636856079,0.0452619306743145
1585,Yes,No,0.7048304677009583,0.18677859008312225
1586,Yes,No,0.7048304677009583,0.1581638902425766
1587,Yes,No,0.7048304677009583,0.1650838851928711
1588,Yes,No,0.7048304677009583,0.3524484932422638
1589,Yes,No,0.8296079039573669,0.21188980340957642
1590,Yes,No,0.8296079039573669,0.13918687403202057
1591,Yes,No,0.8296079039573669,0.22813519835472107
1592,Yes,No,0.8296079039573669,0.17812833189964294
1593,Yes,No,0.7103484272956848,0.06628540903329849
1594,Yes,No,0.7103484272956848,0.07087141275405884
1595,Yes,No,0.7103484272956848,0.4009196162223816
1596,Yes,No,0.7103484272956848,0.0778178870677948
1597,Yes,No,0.7657347917556763,0.04103071987628937
1598,Yes,No,0.7657347917556763,0.09246334433555603
1599,Yes,No,0.7657347917556763,0.03767160698771477
1600,Yes,No,0.7657347917556763,0.06917298585176468
1601,Yes,No,0.6613465547561646,0.08636003732681274
1602,Yes,No,0.6613465547561646,0.07795282453298569
1603,Yes,No,0.6613465547561646,0.20817027986049652
1604,Yes,No,0.6613465547561646,0.0605342797935009
1605,Yes,No,0.5769633054733276,0.22721579670906067
1606,Yes,No,0.5769633054733276,0.14062556624412537
1607,Yes,No,0.5769633054733276,0.10513069480657578
1608,Yes,No,0.5769633054733276,0.06899161636829376
1609,Yes,No,0.8575624823570251,0.057851966470479965
1610,Yes,No,0.8575624823570251,0.43656185269355774
1611,Yes,No,0.8575624823570251,0.16488367319107056
1612,Yes,No,0.8575624823570251,0.1718549132347107
1613,Yes,No,0.9426714181900024,0.05484820157289505
1614,Yes,No,0.9426714181900024,0.11157657951116562
1615,Yes,No,0.9426714181900024,0.1008087620139122
1616,Yes,No,0.9426714181900024,0.363871693611145
1617,Yes,No,0.6482757329940796,0.363871693611145
1618,Yes,No,0.6482757329940796,0.04593725502490997
1619,Yes,No,0.6482757329940796,0.11157657951116562
1620,Yes,No,0.6482757329940796,0.04258928447961807
1621,Yes,No,0.7502111196517944,0.05484820157289505
1622,Yes,No,0.7502111196517944,0.10640940070152283
1623,Yes,No,0.7502111196517944,0.14227299392223358
1624,Yes,No,0.7502111196517944,0.0677945539355278
1625,Yes,No,0.9165114760398865,0.08277901262044907
1626,Yes,Yes,0.9165114760398865,0.8282811641693115
1627,Yes,No,0.9165114760398865,0.053780313581228256
1628,Yes,No,0.9165114760398865,0.08056328445672989
1629,Yes,No,0.8458150625228882,0.07539249211549759
1630,Yes,No,0.8458150625228882,0.05493369698524475
1631,Yes,No,0.8458150625228882,0.053780313581228256
1632,Yes,No,0.8458150625228882,0.08277901262044907
1633,Yes,No,0.943777322769165,0.44679564237594604
1634,Yes,No,0.943777322769165,0.02633453533053398
1635,Yes,No,0.943777322769165,0.06384172290563583
1636,Yes,No,0.943777322769165,0.034132711589336395
1637,Yes,No,0.9455059766769409,0.11081591993570328
1638,Yes,No,0.9455059766769409,0.10461906343698502
1639,Yes,No,0.9455059766769409,0.14256717264652252
1640,Yes,No,0.9455059766769409,0.05149254575371742
1641,Yes,No,0.8997687697410583,0.04809850826859474
1642,Yes,No,0.8997687697410583,0.02729950286448002
1643,Yes,No,0.8997687697410583,0.09580815583467484
1644,Yes,No,0.8997687697410583,0.09433089941740036
1645,Yes,No,0.6929081678390503,0.06193424388766289
1646,Yes,No,0.6929081678390503,0.09829104691743851
1647,Yes,No,0.6929081678390503,0.0784461572766304
1648,Yes,No,0.6929081678390503,0.06064685061573982
1649,Yes,No,0.6781906485557556,0.07695936411619186
1650,Yes,No,0.6781906485557556,0.0647117868065834
1651,Yes,No,0.6781906485557556,0.0431915707886219
1652,Yes,No,0.6781906485557556,0.06193424388766289
1653,Yes,No,0.8368979096412659,0.06770054250955582
1654,Yes,No,0.8368979096412659,0.18877702951431274
1655,Yes,No,0.8368979096412659,0.23929832875728607
1656,Yes,No,0.8368979096412659,0.07623646408319473
1657,Yes,No,0.5849406123161316,0.07623646408319473
1658,Yes,No,0.5849406123161316,0.16559652984142303
1659,Yes,No,0.5849406123161316,0.1414659023284912
1660,Yes,No,0.5849406123161316,0.10376137495040894
1661,Yes,No,0.7915307879447937,0.23929832875728607
1662,Yes,No,0.7915307879447937,0.08729560673236847
1663,Yes,No,0.7915307879447937,0.10376137495040894
1664,Yes,No,0.7915307879447937,0.18877702951431274
1665,Yes,No,0.8972656726837158,0.30835744738578796
1666,Yes,No,0.8972656726837158,0.07943095266819
1667,Yes,No,0.8972656726837158,0.1323898434638977
1668,Yes,No,0.8972656726837158,0.10786887258291245
1669,Yes,No,0.8296284079551697,0.037368230521678925
1670,Yes,No,0.8296284079551697,0.12493758648633957
1671,Yes,No,0.8296284079551697,0.10411423444747925
1672,Yes,No,0.8296284079551697,0.031057527288794518
1673,No,No,0.4337879717350006,0.19764980673789978
1674,No,No,0.4337879717350006,0.06422489881515503
1675,No,No,0.4337879717350006,0.2118930220603943
1676,No,No,0.4337879717350006,0.11440565437078476
1677,Yes,No,0.9014765620231628,0.078587107360363
1678,Yes,No,0.9014765620231628,0.06724610924720764
1679,Yes,No,0.9014765620231628,0.030427612364292145
1680,Yes,No,0.9014765620231628,0.4445139169692993
1681,Yes,No,0.9299991130828857,0.06800965964794159
1682,Yes,No,0.9299991130828857,0.056642450392246246
1683,Yes,No,0.9299991130828857,0.13204188644886017
1684,Yes,No,0.9299991130828857,0.03020096942782402
1685,No,No,0.31898391246795654,0.05424179509282112
1686,No,No,0.31898391246795654,0.11147072911262512
1687,No,No,0.31898391246795654,0.09174049645662308
1688,No,No,0.31898391246795654,0.1932360976934433
1689,Yes,No,0.8722460269927979,0.01868206076323986
1690,Yes,No,0.8722460269927979,0.029668103903532028
1691,Yes,No,0.8722460269927979,0.028675653040409088
1692,Yes,No,0.8722460269927979,0.02724650129675865
1693,Yes,No,0.9549269676208496,0.051723115146160126
1694,Yes,No,0.9549269676208496,0.05410485714673996
1695,Yes,No,0.9549269676208496,0.033884305506944656
1696,Yes,No,0.9549269676208496,0.05319413170218468
1697,Yes,No,0.9355818033218384,0.01817529834806919
1698,Yes,No,0.9355818033218384,0.02724650129675865
1699,Yes,No,0.9355818033218384,0.02857869677245617
1700,Yes,No,0.9355818033218384,0.02561061456799507
1701,Yes,No,0.6717807054519653,0.04065750911831856
1702,Yes,No,0.6717807054519653,0.03929305821657181
1703,Yes,No,0.6717807054519653,0.053451936691999435
1704,Yes,No,0.6717807054519653,0.029757289215922356
1705,Yes,No,0.7818394303321838,0.07097702473402023
1706,Yes,No,0.7818394303321838,0.1012105718255043
1707,Yes,No,0.7818394303321838,0.4325812757015228
1708,Yes,No,0.7818394303321838,0.07328743487596512
1709,No,No,0.2582472860813141,0.16297641396522522
1710,No,No,0.2582472860813141,0.060145385563373566
1711,No,No,0.2582472860813141,0.2155395746231079
1712,No,No,0.2582472860813141,0.059495873749256134
1713,Yes,No,0.9324484467506409,0.0319586880505085
1714,Yes,No,0.9324484467506409,0.01587246172130108
1715,Yes,No,0.9324484467506409,0.04659963399171829
1716,Yes,No,0.9324484467506409,0.08014540374279022
1717,Yes,No,0.9048948287963867,0.10410802811384201
1718,Yes,No,0.9048948287963867,0.046936098486185074
1719,Yes,No,0.9048948287963867,0.01587246172130108
1720,Yes,No,0.9048948287963867,0.0319586880505085
1721,Yes,No,0.9455347657203674,0.10131961852312088
1722,Yes,No,0.9455347657203674,0.16700847446918488
1723,Yes,No,0.9455347657203674,0.1645306646823883
1724,Yes,No,0.9455347657203674,0.14539942145347595
1725,Yes,No,0.8864973187446594,0.033146630972623825
1726,Yes,No,0.8864973187446594,0.026947101578116417
1727,Yes,No,0.8864973187446594,0.0874904915690422
1728,Yes,No,0.8864973187446594,0.10242657363414764
1729,Yes,No,0.8956709504127502,0.05969562381505966
1730,Yes,No,0.8956709504127502,0.10242657363414764
1731,Yes,No,0.8956709504127502,0.09788922965526581
1732,Yes,No,0.8956709504127502,0.0653185248374939
1733,Yes,No,0.8488520979881287,0.09917140007019043
1734,Yes,No,0.8488520979881287,0.03954441845417023
1735,Yes,No,0.8488520979881287,0.0874904915690422
1736,Yes,No,0.8488520979881287,0.09704086184501648
1737,Yes,No,0.9044723510742188,0.0653185248374939
1738,Yes,No,0.9044723510742188,0.09538385272026062
1739,Yes,No,0.9044723510742188,0.1962077021598816
